ID,Title_Romaji,Title_English,Title_Native,Type,Format,Genres,Episodes,Season,Season_Year,Start,End,Source,Country,Studios,Authors_Staff,Status,Average_Score,Mean_Score,Popularity,Favourites
142116,Garden: Takamine-ke no Nirinka The Animation,Unknown,Garden ～高嶺家の二輪花～ The Animation,ANIME,OVA,Hentai,1.0,WINTER,2022.0,2022-2-25,2022-2-25,MANGA,JP,Seven,"Kuro no Miki (Original Creator), Ao Ishii (Director)",FINISHED,72.0,74.0,3261,185
130074,Netosis,Unknown,ネトシス,ANIME,OVA,Hentai,1.0,SPRING,2021.0,2021-6-4,2021-6-4,OTHER,JP,T-REX,"Kuuki Satou (Original Creator), Tokku03 (Script), Ken Raika (Director), Megane Sagari (Storyboard)",FINISHED,52.0,52.0,3261,91
9875,Anime Tenchou x Touhou Project,Unknown,アニメ店長x東方Project,ANIME,SPECIAL,Fantasy,1.0,FALL,2010.0,2010-11-20,2010-11-20,VIDEO_GAME,JP,Unknown,"ZUN (Original Creator), Kazuhiko Shimamoto (Original Creator), Masayuki Kunihiro (Character Design), Atsushi Ogasawara (Character Design), Takahiro Miura (Director)",FINISHED,60.0,62.0,3260,14
139751,Geu Yeoreum,The Summer,그 여름,ANIME,TV_SHORT,"Drama, Romance, Slice of Life",7.0,Unknown,2011.0,2021-9-4,2021-10-16,OTHER,KR,Red Dog Culture House,"Eun-Yeong Choi (Original Creator), Ji-Won Han (Director)",FINISHED,67.0,69.0,3257,60
99153,Koi ni Naritai AQUARIUM,Unknown,恋になりたいAQUARIUM,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2016-4-27,2016-4-27,OTHER,JP,Unknown,"Kazunori Watanabe (Music Arrangement), Aki Hata (Music Lyrics), Yuugo Sasakura (Music Composition), Aqours (Music Performance), Kazuo Sakai (Director)",FINISHED,71.0,72.0,3255,19
1853,Cutey Honey F,Unknown,キューティーハニーＦ,ANIME,TV,"Action, Adventure, Comedy, Mahou Shoujo, Romance, Sci-Fi",39.0,WINTER,1997.0,1997-2-15,1998-1-31,MANGA,JP,Toei Animation,"Gou Nagai (Original Creator), Toshihiko Sahashi (Music), Noriyo Sasaki  (Chief Director), Miho Shimogasa (Character Design), Ryouta Yamaguchi (Series Composition)",FINISHED,65.0,67.0,3254,57
109299,Ochi Mono RPG Seikishi Luvilias,Corruption RPG Holy Knight Ruvyrias,堕ちモノRPG 聖騎士ルヴィリアス,ANIME,OVA,Hentai,4.0,SUMMER,2019.0,2019-7-26,2019-12-27,VIDEO_GAME,JP,Majin petit,Unknown,FINISHED,64.0,65.0,3251,125
10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,Haiyoru! Nyaruani: Remember My Mr. Lovecraft,這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生),ANIME,SPECIAL,"Comedy, Sci-Fi",1.0,SPRING,2011.0,2011-3-15,2011-3-15,Unknown,JP,Unknown,"Azuma Tani (Director), Koin (Original Character Design), Manta Aisora (Original Creator), Manta Aisora (Script), H. P. Lovecraft (Original Plan)",FINISHED,57.0,58.0,3249,13
130692,Mako-chan Kaihatsu Nikki,Unknown,まこちゃん開発日記,ANIME,OVA,Hentai,4.0,SUMMER,2021.0,2021-7-2,2023-1-1,OTHER,JP,T-REX,"Mucha (Original Creator), Tokku03 (Script), Ken Raika (Director), Megane Sagari (Storyboard)",FINISHED,63.0,64.0,3247,147
161441,Biohazard: Death Island,Resident Evil: Death Island,バイオハザード：デスアイランド,ANIME,MOVIE,"Action, Horror",1.0,SUMMER,2023.0,2023-7-7,2023-7-7,VIDEO_GAME,JP,Quebico,"Capcom (Original Creator), Eiichirou Hasumi (Director), Makoto Fukami (Script)",FINISHED,63.0,64.0,3245,65
20716,12-sai.,Unknown,12歳。,ANIME,OVA,Romance,12.0,SPRING,2014.0,2014-4-3,2015-12-1,MANGA,JP,SynergySP,Nao Maita (Original Creator),FINISHED,58.0,59.0,3245,14
1587,Tenpou Ibun Ayakashi Ayashi,Ghost Slayers Ayashi,天保異聞 妖奇士,ANIME,TV,Supernatural,25.0,FALL,2006.0,2006-10-7,2007-3-31,ORIGINAL,JP,bones,"Satoshi Yamamoto (Key Animation), Kou Ootani (Music), Shou Aikawa (Script), Shou Aikawa (Original Creator), Masayuki Miyaji (Episode Director  (OP 2, ep 3))",FINISHED,65.0,66.0,3244,20
99732,Gundam Build Fighters: GM no Gyakushuu,Gundam Build Fighters: GM's Counterattack,ガンダムビルドファイターズ GMの逆襲,ANIME,ONA,"Action, Mecha, Sci-Fi",1.0,SUMMER,2017.0,2017-8-25,2017-8-25,ORIGINAL,JP,Sunrise,"Kenji Nagasaki (Director), Yousuke Kuroda (Series Composition), Yousuke Kuroda (Screenplay), Kenichi Oonuki (Character Design), BACK-ON (Theme Song Performance (ED))",FINISHED,68.0,69.0,3242,19
1838,Mitsu x Mitsu Drops,Honey x Honey Drops,蜜×蜜ドロップス,ANIME,OVA,"Drama, Romance",2.0,SPRING,2006.0,2006-4-28,2006-7-28,MANGA,JP,Radix,"Kanan Minami (Original Creator), Kanan Minami (Original Character Design), Masahiro Gotou (Editing), Akira Takata (Key Animation  (OP)), Yutaka Mukumoto (Art Director)",FINISHED,48.0,49.0,3241,17
537,Tekken,Tekken: The Motion Picture,鉄拳,ANIME,OVA,"Action, Adventure, Sci-Fi, Sports",2.0,WINTER,1998.0,1998-1-21,1998-1-21,VIDEO_GAME,JP,Studio DEEN,"Ryouta Yamaguchi (Script), Kunihisa Sugishima (Director), Masaaki Kannan (Animation Director), Hirokazu Hisayuki (Key Animation), Kazuhiko Toyama (Music)",FINISHED,48.0,48.0,3240,31
1391,Shin Seiki GPX Cyber Formula,Future GPX Cyber Formula,新世紀GPXサイバーフォーミュラ,ANIME,TV,"Action, Sci-Fi, Sports",37.0,SPRING,1991.0,1991-3-15,1991-12-20,ORIGINAL,JP,Sunrise,"Hajime Yatate (Original Creator), Shouji Kawamori (Mechanical Design), Kou Ootani (Music), Takahiro Yoshimatsu (Character Design), Yoshitaka Fujimoto (Storyboard (eps 3, 7, 13, 21, 26, 32))",FINISHED,70.0,73.0,3239,49
21363,Monster Hunter Stories: RIDE ON,Monster Hunter Stories: Ride On,モンスターハンター ストーリーズ RIDE ON,ANIME,TV,Fantasy,75.0,FALL,2016.0,2016-10-2,2018-4-1,VIDEO_GAME,JP,David Production,"Natsuko Takahashi (Series Composition), Natsuko Takahashi (Script (eps 1, 2)), Takuma Suzuki (Episode Director (ep 16)), Mitsuru Hongou (Director), Takuya Saitou (Character Design)",FINISHED,52.0,53.0,3235,18
97818,Choboraunyopomi Gekijou Dai Ni Maku ai mai mi: Surgical Friends,Ai-Mai-Mi Surgical Friends,ちょぼらうにょぽみ劇場第三幕『あいまいみー～Surgical Friends～,ANIME,TV_SHORT,Comedy,12.0,WINTER,2017.0,2017-1-3,2017-3-21,MANGA,JP,Seven,"Choboraunyopomi (Original Creator), Itsuki Imazaki (Director), Fuuga Hatori (Music)",FINISHED,58.0,59.0,3233,15
21743,Ragnastrike Angels,Unknown,ラグナストライクエンジェルズ,ANIME,TV_SHORT,Action,12.0,SPRING,2016.0,2016-4-3,2016-6-19,VIDEO_GAME,JP,Satelight,"Fumio Kaneko (Animation Producer), Kurehito Misaki (Original Character Design), Takeshi Kikuchi (Series Composition), Takeshi Kikuchi (Script), Junichi Wada (Director)",FINISHED,38.0,37.0,3232,2
99197,"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",Laughing Under the Clouds: Gaiden Part 3,曇天に笑う＜外伝＞ ～桜華、天望の架橋～,ANIME,MOVIE,Action,1.0,SUMMER,2018.0,2018-9-1,2018-9-1,MANGA,JP,WIT STUDIO,"Kemuri Karakara (Original Creator), Tetsuya Wakano (Director), Eiji Umehara (Series Composition), Kii Tanaka (Character Design), Yutaka Yamada (Music)",FINISHED,69.0,71.0,3231,26
101046,Binan Koukou Chikyuu Bouei-bu HAPPY KISS!,Cute High Earth Defense Club HAPPY KISS!,美男高校地球防衛部HAPPY KISS！,ANIME,TV,"Comedy, Fantasy, Mahou Shoujo, Slice of Life",12.0,SPRING,2018.0,2018-4-9,2018-6-28,ORIGINAL,JP,Studio Comet,"Shinji Takamatsu (Director), Shinji Takamatsu (Series Composition), Shinji Takamatsu (Sound Director), Tomoko Miyakawa (Character Design), Kurari Umatani (Original Creator)",FINISHED,61.0,62.0,3229,26
2341,Choujin Densetsu Urotsukidouji,Urotsukidoji: Legend of the Overfiend,超神伝説 うろつき童子,ANIME,OVA,"Action, Drama, Hentai",3.0,WINTER,1987.0,1987-1-21,1989-4-21,MANGA,JP,Phoenix Entertainment,"Toshio Maeda (Original Creator), Masamichi Amano (Music), Yasuhito Yamaki (Producer), Yoshinobu Nishizaki (Producer), Yasuomi Umetsu (Key Animation)",FINISHED,55.0,56.0,3229,27
104750,Dimension High School,Unknown,Dimensionハイスクール,ANIME,TV,"Comedy, Drama, Supernatural",12.0,WINTER,2019.0,2019-1-10,2019-3-28,ORIGINAL,JP,Polygon Magic,"Yuuichi Abe (Director), Yuuichi Abe (Script)",FINISHED,40.0,40.0,3227,12
1144,Tenchi Muyou! in LOVE 2: Haruka Naru Omoi,Tenchi Forever,天地無用! in LOVE2 遥かなる想い,ANIME,MOVIE,"Drama, Romance, Sci-Fi",1.0,SPRING,1999.0,1999-4-24,1999-4-24,Unknown,JP,AIC,"Hiroshi Negishi (Director), Chitose Asakura (Art Director), Tsuneyoshi Saitou (Music), Hiroshi Kurimoto (Unit Director), Masaki Kajishima (Original Character Design)",FINISHED,69.0,70.0,3227,35
178675,Bad Girl,Unknown,ばっどがーる,ANIME,TV,Comedy,2.0,SUMMER,2025.0,2025-7-None,None-None-None,MANGA,JP,Bridge,"Nikumaru (Original Creator), Shouji Yonemura (Series Composition), Alisa Okehazama (Music), Jouji Furuta (Director), Yuuki Morimoto (Character Design)",NOT_YET_RELEASED,60.0,60.0,3226,16
3449,Kamichu! OVA,Kamichu! OVA,かみちゅ! OVA,ANIME,OVA,"Comedy, Romance, Slice of Life, Supernatural",4.0,FALL,2005.0,2005-11-23,2006-3-29,ORIGINAL,JP,Brain's Base,"Taraku Uon (Original Character Design), Hideyuki Kurata (Script (eps 1-4)), Yukihiro Shibutani (Art Director), Besame Mucho (Original Creator), Hidemitsu Tanaka (Sound Effects)",FINISHED,73.0,74.0,3226,15
458,Buttobi!! CPU,I Dream of Mimi,ぶっとび!!CPU,ANIME,OVA,"Comedy, Ecchi, Sci-Fi",3.0,SPRING,1997.0,1997-4-25,1997-9-26,MANGA,JP,OLM,"Kaoru Shintani (Original Creator), Masamitsu Hidaka (Director), Harukichi Yamamoto (Music), Yasunori Ebina (Recording Engineer), Yuriko Chiba (Character Design)",FINISHED,60.0,61.0,3226,30
135108,Yami Shibai 9,Theatre of Darkness: Yamishibai 9,闇芝居 9,ANIME,TV_SHORT,"Horror, Supernatural",13.0,SUMMER,2021.0,2021-7-12,2021-10-4,ORIGINAL,JP,ILCA,"Augusto Alberton (ADR Director (Brazilian Portuguese)), Gustavo Iglesias (ADR Director (Brazilian Portuguese)), Bruno Rodrigues (ADR Director (Brazilian Portuguese)), Jhonny Ferri (ADR Director (Brazilian Portuguese)), Júlio Muzzi (ADR Director (Brazilian Portuguese))",FINISHED,53.0,54.0,3225,15
154999,Onmyouji,Onmyoji,陰陽師,ANIME,ONA,"Mystery, Supernatural",13.0,FALL,2023.0,2023-11-28,2023-11-28,OTHER,JP,Marvy Jack,"Baku Yumemakura (Original Story), Soubi Yamamoto (Director), Natsu Hashimoto (Script), Yuiko Katou (Script), Ling Tosite Sigure (Theme Song Performance)",FINISHED,65.0,66.0,3222,38
10106,Sweet Home: H na Onee-san wa Suki Desu ka?,Unknown,Sweet Home～Hなお姉さんは好きですか？～,ANIME,OVA,Hentai,3.0,WINTER,2011.0,2011-2-18,2011-7-22,VISUAL_NOVEL,JP,Lilix,Unknown,FINISHED,66.0,67.0,3218,117
760,Tenjou Tenge: THE PAST CHAPTER,TenjhoTenge: The Past Chapter,天上天下　THE PAST CHAPTER,ANIME,MOVIE,"Adventure, Drama, Romance, Supernatural",1.0,SPRING,2005.0,2005-3-30,2005-3-30,MANGA,JP,Unknown,Ito Oogure (Original Creator),FINISHED,66.0,67.0,3218,22
12055,Brandish,Unknown,Brandish,ANIME,OVA,"Fantasy, Hentai, Supernatural",2.0,SUMMER,2012.0,2012-6-22,2012-8-24,MANGA,JP,Studio Eromatick,"Seneka Aruto (Original Character Design), Rusty Soul (Original Story)",FINISHED,61.0,62.0,3217,41
10219,Onii-chan no Koto nanka Zenzen Suki Janain Dakara ne!! Special,Unknown,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,ANIME,SPECIAL,"Comedy, Ecchi, Romance",1.0,SUMMER,2011.0,2011-7-13,2011-7-13,MANGA,JP,Unknown,Kouichi Kusano (Original Creator),FINISHED,57.0,58.0,3215,8
758,RahXephon: Pluralitas Concentio,RahXephon: The Motion Picture,ラーゼフォン 多元変奏曲,ANIME,MOVIE,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",1.0,SPRING,2003.0,2003-4-19,2003-4-19,ORIGINAL,JP,bones,"Maaya Sakamoto (Theme Song Performance (ED)), Youko Kanno (Theme Song Composition (ED)), Hiroshi Oonogi (Script), Yutaka Izubuchi (Original Creator), Tomoki Kyouda (Director)",FINISHED,67.0,68.0,3215,19
2983,Digital Devil Story: Megami Tensei,Digital Devil,デジタル・デビル物語 女神転生,ANIME,OVA,"Adventure, Horror, Supernatural",1.0,SPRING,1987.0,1987-3-25,1987-3-25,LIGHT_NOVEL,JP,Animate Film,"Toshio Suzuki (Producer), Hiroyuki Nanba (Music Producer), Aya Nishitani (Original Creator), Hiroyuki Kitazume (Character Design), Takashi Azuhata (Director of Photography)",FINISHED,49.0,49.0,3214,27
2751,Miyori no Mori,Unknown,ミヨリの森,ANIME,SPECIAL,"Drama, Fantasy, Slice of Life",1.0,SUMMER,2007.0,2007-8-25,2007-8-25,MANGA,JP,Nippon Animation,"Hideji Oda (Original Creator), Takefumi Haketa (Music), Chitose Hajime (Theme Song Performance (ED)), Nizou Yamamoto (Storyboard), Nizou Yamamoto (Director)",FINISHED,64.0,65.0,3211,21
5529,Odoru Pokémon Himitsu Kichi,Pokémon: Gotta Dance!,おどるポケモンひみつ基地,ANIME,SPECIAL,"Adventure, Comedy, Fantasy",1.0,SUMMER,2003.0,2003-7-19,2003-7-19,VIDEO_GAME,JP,Unknown,"Satoshi Tajiri (Original Creator), Ken Sugimori (Original Character Design), Masafumi Mima (Sound Director), Masaaki Iwane (Key Animation), Youichi Kotabe (Animation Supervisor)",FINISHED,59.0,60.0,3210,12
668,Koi Koi 7,Koi Koi Seven,こいこい7,ANIME,TV,"Comedy, Ecchi, Mecha, Romance",13.0,SPRING,2005.0,2005-4-2,2005-6-25,MANGA,JP,"Studio Flag, Trinet Entertainment","Yoshitaka Fujimoto (Director), Saburou Oomiya (Producer), Morishige (Original Creator), Sang-Kook Kim (Key Animation (eps 3, 5)), Hye-Sun Kook (Key Animation (eps 3, 5))",FINISHED,53.0,53.0,3209,25
187538,BLACK TORCH,Unknown,BLACK TORCH,ANIME,TV,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",2.0,Unknown,2011.0,None-None-None,None-None-None,MANGA,JP,100studio,"Tsuyoshi Takaki (Original Creator), Gou Suzuki (Character Design), Gigaemon Ichikawa (Series Composition), Kei Umabiki (Director), Gigaemon Ichikawa (Script)",NOT_YET_RELEASED,60.0,60.0,3207,44
102452,Suna no Wakusei,DUNE,砂の惑星,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2017-7-21,2017-7-21,ORIGINAL,JP,Minakata Laboratory,"Kenshi Yonezu (Music Lyrics), Miku Hatsune (Music Performance), Kenshi Yonezu (Music Arrangement), Kenshi Yonezu (Music Composition)",FINISHED,71.0,73.0,3207,52
498,Haja Taisei Dangaiou,Hyper Combat Unit Dangaioh,破邪大星弾劾凰 [ダンガイオー],ANIME,OVA,"Action, Adventure, Mecha, Sci-Fi",3.0,FALL,1987.0,1987-9-28,1989-7-25,ORIGINAL,JP,"AIC, Artmic","Chuumei Watanabe (Music), Tooru Miura (Producer), Toshiki Hirano (Original Plan), Shouji Kawamori (Mechanical Design), Masami Oobari (Mechanical Design)",FINISHED,60.0,61.0,3206,38
154525,OVA Azur Lane: Queen's Orders,Azur Lane: Queen's Orders OVA,OVA アズールレーン Queen's Orders,ANIME,OVA,"Comedy, Slice of Life",2.0,SUMMER,2023.0,2023-7-27,2023-7-27,MANGA,JP,Yostar Pictures,"Masahide Yanagisawa (Character Design), Kana Niimura (Character Design), Katsuzou Hirata (Character Design), Toshiyuki Sakae (Art Design), Michiko Kado (Color Design)",FINISHED,65.0,67.0,3204,47
271,Gad Guard,Gad Guard,ガドガード,ANIME,TV,"Adventure, Mecha, Sci-Fi",26.0,SPRING,2003.0,2003-4-16,2003-9-25,ORIGINAL,JP,GONZO,"Reiko Yoshida (Script (eps 14, 19, 20)), Hiroyuki Imaishi (Key Animation (ep 24)), Osamu Kobayashi (Setting Design), Osamu Kobayashi (Episode Director (eps 10, 24)), Osamu Kobayashi (Key Animation (ED, eps 10, 22, 24, 26))",FINISHED,64.0,65.0,3204,28
110337,"Onii-chan, Asa made Zutto Gyutte Shite!",Unknown,お兄ちゃん、朝までずっとギュッてして！,ANIME,OVA,Hentai,4.0,WINTER,2020.0,2020-3-6,2021-9-3,VISUAL_NOVEL,JP,Studio 1st,"K-ko (Original Character Design), Hideta Oota (Director), Shinichirou Sawayama (Script), Jun Matsu (Character Design), Jun Matsu (Animation Director)",FINISHED,65.0,66.0,3202,100
110275,Cencoroll 3,Unknown,センコロール 3,ANIME,MOVIE,"Action, Sci-Fi",1.0,Unknown,2011.0,None-None-None,None-None-None,ORIGINAL,JP,Think Corporation,Atsuya Uki (Director),NOT_YET_RELEASED,60.0,60.0,3202,11
11679,Chainsaw Maid,Chainsaw Maid,チェーンソー・メイド,ANIME,ONA,"Comedy, Horror, Supernatural, Thriller",1.0,WINTER,2007.0,2007-12-8,2007-12-8,ORIGINAL,JP,Unknown,Takena Nagao (Director),FINISHED,47.0,47.0,3202,28
2461,Metal Skin Panic MADOX-01,Unknown,メタルスキンパニック ＭＡＤＯＸ－０１,ANIME,OVA,"Action, Mecha, Sci-Fi",1.0,FALL,1987.0,1987-12-15,1987-12-15,Unknown,JP,"AIC, Artmic","Takahiro Kishida (Key Animation), Takahiro Oomori (Key Animation), Shinji Aramaki (Director), Hiroaki Gouda (Key Animation), Hiroaki Gouda (Animation Director)",FINISHED,59.0,60.0,3202,24
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,Unknown,セクシーコマンドー外伝 すごいよ!! マサルさん,ANIME,TV_SHORT,Comedy,48.0,WINTER,1998.0,1998-1-5,1998-3-31,MANGA,JP,Magic Bus,"Kyousuke Usuta (Original Creator), Akitarou Daichi (Director), Kazuya Tanaka (Sound Director), Harukichi Yamamoto (Music), Satoshi Dezaki (Producer)",FINISHED,70.0,72.0,3202,45
139675,Puchi Seka,Unknown,ぷちセカ,ANIME,ONA,"Comedy, Music, Slice of Life",10.0,WINTER,2022.0,2022-1-13,2022-3-17,VIDEO_GAME,JP,Scooter Films,Kenshirou Morii (Director),FINISHED,66.0,68.0,3201,60
1500,Teizokurei DAYDREAM,Ghost Talker's Daydream,低俗霊DAYDREAM,ANIME,OVA,"Comedy, Drama, Ecchi, Horror, Supernatural",4.0,SUMMER,2004.0,2004-6-25,2004-12-23,MANGA,JP,Hal Film Maker,"Saki Okuse (Original Story), Kiyoko Sayama (Episode Director (ep 2)), Kiyoko Sayama (Storyboard (ep 2)), Osamu Sekita (Director), Kenichi Kanemaki (Script (eps 1, 4))",FINISHED,58.0,59.0,3200,37
2598,Juusenki L-Gaim,Unknown,重戦機エルガイム,ANIME,TV,"Adventure, Drama, Mecha, Sci-Fi",54.0,WINTER,1984.0,1984-2-4,1985-2-23,ORIGINAL,JP,Sunrise,"Hajime Yatate (Original Plan), Yoshiyuki Tomino (Chief Director), Yoshiyuki Tomino (Original Creator), Yoshiyuki Tomino (Storyboard (eps 1, 4, 10, 26, 38)), Hiroshi Oonogi (Script (eps 40, 44, 47, 50, 52))",FINISHED,66.0,69.0,3199,52
14627,Recorder to Randoseru,Unknown,リコーダーとランドセル,ANIME,OVA,Comedy,2.0,SUMMER,2012.0,2012-7-17,2012-7-17,MANGA,JP,Unknown,"Aoi Tada (Theme Song Performance), Sayako Toujou (Theme Song Performance), Meme Higashiya (Original Creator)",FINISHED,63.0,63.0,3197,9
2755,Cleopatra,Cleopatra,クレオパトラ,ANIME,MOVIE,"Comedy, Drama, Ecchi, Sci-Fi",1.0,FALL,1970.0,1970-9-15,1970-9-15,ORIGINAL,JP,Mushi Production,"Osamu Tezuka (Director), Yoshiaki Kawajiri (Key Animation), Masami Hata (Key Animation), Eiichi Yamamoto (Director), Isao Tomita (Music)",FINISHED,53.0,54.0,3197,22
1541,Souten no Ken,Fist of the Blue Sky,蒼天の拳,ANIME,TV,Action,22.0,FALL,2006.0,2006-10-5,2007-3-15,MANGA,JP,APPP,"Yoshiyuki Okamura (Original Creator), Yasuhiro Imagawa (Script), Rina Aiuchi (Theme Song Performance), Moriyasu Taniguchi (Animation Director), Yasunori Honda (Sound Director)",FINISHED,62.0,64.0,3196,38
492,Armitage III: DUAL-MATRIX,Armitage III: Dual Matrix,アミテージ・ザ・サード DUAL-MATRIX,ANIME,MOVIE,"Action, Adventure, Mecha, Sci-Fi",1.0,SUMMER,2002.0,2002-6-25,2002-6-25,ORIGINAL,JP,AIC,"Yasuo Hasegawa (Producer), Katsuhito Akiyama (Storyboard), Kouhei Kawase (Producer), Nobuhito Sue (Art Director), Luciano Setti (Dialogues (Italian))",FINISHED,62.0,63.0,3195,23
767,Burn Up,Burn Up!,バーンナップ,ANIME,OVA,"Action, Comedy, Ecchi, Sci-Fi",1.0,SPRING,1991.0,1991-3-21,1991-3-21,ORIGINAL,JP,AIC,"Kenji Kamiyama (Art Director), Matt Greenfield (ADR Director (English)), John Ledford (Executive Producer (English)), Hideyuki Motohashi (Animation Director), Yasunori Ide (Planning)",FINISHED,58.0,59.0,3192,20
20956,Pocket Monsters Omega Ruby & Alpha Sapphire: Mega Special Animation,Pokémon Omega Ruby and Pokémon Alpha Sapphire Animated Trailer,ポケットモンスター オメガルビー・アルファサファイア』 メガスペシャルアニメーション,ANIME,ONA,"Action, Adventure, Fantasy",1.0,FALL,2014.0,2014-11-16,2014-11-16,VIDEO_GAME,JP,OLM,Unknown,FINISHED,65.0,65.0,3187,12
21107,"Wake Up, Girls! Beyond the Bottom",Unknown,"Wake Up, Girls！ Beyond the Bottom",ANIME,MOVIE,"Music, Slice of Life",1.0,FALL,2015.0,2015-12-11,2015-12-11,ORIGINAL,JP,Ordet,"Wake Up, Girls! (Theme Song Performance), Wake Up, Girls! (Insert Song Performance)",FINISHED,70.0,71.0,3185,37
1981,Twilight Q,Unknown,トワイライトQ,ANIME,OVA,"Mystery, Psychological, Romance, Sci-Fi",2.0,WINTER,1987.0,1987-2-28,1987-8-28,ORIGINAL,JP,"Ajiado, Studio DEEN","Kazunori Itou (Script (ep 1)), Mamoru Oshii (Director (ep 2)), Kenji Kawai (Music), Tomomi Mochizuki (Director (ep 1)), Akemi Takada (Character Design (ep 1))",FINISHED,60.0,61.0,3185,20
1141,Palme no Ki,A Tree of Palme,パルムの樹,ANIME,MOVIE,"Adventure, Drama, Fantasy, Romance",1.0,SPRING,2002.0,2002-3-16,2002-3-16,ORIGINAL,JP,Palm Studio,"Akino Arai (Theme Song Lyrics (ED)), Shuuichi Kakesu  (Editing), Mamoru Sasaki (Animation Director), Toshiyuki Inoue (Character Design), Takashi Nakamura (Original Creator)",FINISHED,62.0,64.0,3185,48
21409,KING OF PRISM by Pretty Rhythm,Unknown,KING OF PRISM by PrettyRhythm,ANIME,MOVIE,"Music, Sports",1.0,WINTER,2016.0,2016-1-9,2016-1-9,ORIGINAL,JP,Tatsunoko Production,"Yoshihiro Otobe (CG Director), Masakazu Hishida (Director), Masaki Sakamoto (Editing), Yukio Nagasaki (Sound Director), Rie Itou (Editing)",FINISHED,60.0,61.0,3181,37
1954,Magic Knight Rayearth OVA,Magic Knight Rayearth OVA,レイアース,ANIME,OVA,"Action, Drama, Fantasy, Mahou Shoujo, Mecha",3.0,SUMMER,1997.0,1997-7-25,1997-11-24,MANGA,JP,TMS-Kyokuchi,"CLAMP (Original Creator), Keiji Gotou (Character Design  (Beasts)), Toshiki Hirano (Storyboard), Toshiki Hirano (Director), Toshihiko Sahashi (Music)",FINISHED,63.0,65.0,3181,27
21166,Shoujo Kyouiku,Girl's Education,少女教育,ANIME,OVA,Hentai,2.0,SPRING,2015.0,2015-5-1,2015-7-3,VISUAL_NOVEL,JP,Studio Eromatick,Miki Nonohara (Original Character Design),FINISHED,61.0,61.0,3180,81
21044,Million Doll,Unknown,ミリオンドール,ANIME,TV_SHORT,"Drama, Music",11.0,SUMMER,2015.0,2015-7-7,2015-9-22,MANGA,JP,Asahi Production,"Keiichirou Kawaguchi (Director), Momoko Murakami (Series Composition), Kouta Kobayashi (Music Producer), Ai (Original Creator), Hiroshi Okuda (Offline Editing)",FINISHED,42.0,42.0,3180,5
102651,The Perfect World,The Perfect World,The Perfect World,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2018-2-22,2018-2-22,ORIGINAL,JP,Unknown,Unknown,FINISHED,70.0,71.0,3179,37
21030,Oni Chichi 2: harvest,Unknown,鬼父2 -harvest-,ANIME,OVA,Hentai,1.0,WINTER,2015.0,2015-1-30,2015-1-30,VISUAL_NOVEL,JP,PoRO,Haganemaru (Original Character Design),FINISHED,60.0,61.0,3178,21
1106,Eikyuu Kazoku,Eternal Family,永久家族,ANIME,MOVIE,"Comedy, Psychological",1.0,SPRING,1997.0,1997-4-1,1997-4-1,Unknown,JP,Studio 4°C,"Kouji Morimoto (World Design), Eiko Tanaka (Producer), Dai Satou (Script), Naoko Kusumi (Unit Director), Kouji Morimoto (Director)",FINISHED,56.0,56.0,3178,16
3745,Crayon Shin-chan: Buriburi Oukoku no Hihou,Crayon Shin-chan: The Hidden Treasure of the Buri Buri Kingdom,クレヨンしんちゃん ブリブリ王国の秘宝,ANIME,MOVIE,"Adventure, Comedy, Ecchi, Slice of Life",1.0,SPRING,1994.0,1994-4-23,1994-4-23,MANGA,JP,Unknown,"Yasuhiro Takemoto (In-Between Animation), Hiroyuki Nishimura (Key Animation), Mitsuru Hongou (Storyboard), Keiichi Hara (Script), Keiichi Hara (Storyboard)",FINISHED,69.0,69.0,3177,29
158641,Bakeneko Anzu-chan,GHOST CAT ANZU,化け猫あんずちゃん,ANIME,MOVIE,"Fantasy, Slice of Life, Supernatural",1.0,SUMMER,2024.0,2024-7-19,2024-7-19,MANGA,JP,"Shin-Ei Animation, Miyu Productions","Youko Kuno (Director), Takashi Imashiro (Original Creator), Shinji Imaoka (Script), Nobuhiro Yamashita (Director), Alex Dudok de Wit (Producer)",FINISHED,71.0,73.0,3176,21
266,Gunparade March: Arata Naru Kougunka,Gunparade March,ガンパレード・マーチ -新たなる行軍歌-,ANIME,TV,"Drama, Mecha, Romance, Sci-Fi, Slice of Life",12.0,WINTER,2003.0,2003-2-6,2003-4-24,VIDEO_GAME,JP,J.C.STAFF,"Kenji Kawai (Music), Kenji Kawai (Theme Song Composition), Youko Ishida (Theme Song Performance (OP)), Yasuhiro Irie (Character Design), Katsushi Sakurabi (Director)",FINISHED,62.0,63.0,3176,12
