ID,Title_Romaji,Title_English,Title_Native,Type,Format,Genres,Episodes,Season,Season_Year,Start,End,Source,Country,Studios,Authors_Staff,Status,Average_Score,Mean_Score,Popularity,Favourites
1142,Hachimitsu to Clover II,Honey and Clover II,ハチミツとクローバー II,ANIME,TV,"Drama, Romance, Slice of Life",12.0,SUMMER,2006.0,2006-6-30,2006-9-15,MANGA,JP,J.C.STAFF,"Yousuke Kuroda (Series Composition), Chica Umino (Original Creator), Shikao Suga (Insert Song Performance), Jin Aketagawa (Sound Director), Tatsuyuki Nagai (Director)",FINISHED,79.0,79.0,18154,274
123,Fushigi Yuugi,Fushigi Yugi: The Mysterious Play,ふしぎ遊戯,ANIME,TV,"Adventure, Comedy, Drama, Fantasy, Romance",52.0,SPRING,1995.0,1995-4-6,1996-3-28,MANGA,JP,Studio Pierrot,"Yuu Watase (Original Creator), Tatsuya Ishihara (Episode Director), Toshiya Shinohara (Episode Director (ep 10)), Yuuji Ikeda (Art Director), Hajime Kamegaki (Storyboard  (eps 1, 7, 14, 20, 27, 33, 42, 51, 52))",FINISHED,71.0,71.0,18135,397
4672,GHOST IN THE SHELL: Koukaku Kidoutai 2.0,Ghost in the Shell 2.0,GHOST IN THE SHELL / 攻殻機動隊2.0,ANIME,MOVIE,"Action, Psychological, Sci-Fi",1.0,SUMMER,2008.0,2008-7-12,2008-7-12,MANGA,JP,Production I.G,"Masamune Shirow (Original Creator), Kazunori Itou (Script), Mamoru Oshii (Storyboard), Kenji Kawai (Music), Kouji Yamazaki (Associate Producer)",FINISHED,76.0,76.0,18125,169
98529,Ramen Daisuki Koizumi-san,Ms. Koizumi Loves Ramen Noodles,ラーメン大好き小泉さん,ANIME,TV,"Comedy, Slice of Life",12.0,WINTER,2018.0,2018-1-4,2018-3-22,MANGA,JP,"Studio Gokumi, AXsiZ","Naru Narumi (Original Creator), Kenji Setou (Director), Tatsuya Takahashi (Series Composition), Takuya Tani (Character Design), Minori Suzuki (Theme Song Performance (OP))",FINISHED,62.0,62.0,18123,138
182300,Tsue to Tsurugi no Wistoria 2nd Season,Unknown,杖と剣のウィストリア 第２期,ANIME,TV,"Action, Adventure, Drama, Fantasy",2.0,Unknown,2011.0,None-None-None,None-None-None,MANGA,JP,"Actas, Bandai Namco Pictures","Toshi Aoi (Original Character Design), Fujino Oomori (Original Story)",NOT_YET_RELEASED,60.0,60.0,18119,220
463,ONE PIECE: Norowareta Seiken,One Piece: The Curse of the Sacred Sword,ONE PIECE 呪われた聖剣,ANIME,MOVIE,"Action, Adventure, Comedy, Fantasy",1.0,SPRING,2004.0,2004-3-6,2004-3-6,ORIGINAL,JP,Unknown,"Eiichirou Oda (Original Creator), Yoshiyuki Suga (Script), Kouhei Tanaka (Music), Kazuhisa Takenouchi (Director), Noboru Koizumi (Character Design)",FINISHED,67.0,67.0,18104,125
16890,Makai Ouji: devils and realist,Unknown,魔界王子 devils and realist,ANIME,TV,"Comedy, Fantasy, Mystery, Supernatural",12.0,SUMMER,2013.0,2013-6-30,2013-9-23,MANGA,JP,Doga Kobo,"Tetsuya Kakihara (Theme Song Performance (OP, ED)), Takuma Terashima (Theme Song Performance (OP, ED)), Michiko Yokote (Series Composition), Chiaki Kon (Director), Takuya Eguchi (Theme Song Performance (OP, ED))",FINISHED,64.0,64.0,18092,152
112686,7SEEDS 2,7SEEDS Part 2,7SEEDS 2,ANIME,ONA,"Action, Drama, Sci-Fi",12.0,SPRING,2020.0,2020-3-26,2020-3-26,MANGA,JP,"GONZO, Studio KAI","Yumi Tamura (Original Creator), Touko Machida (Series Composition), Yukio Takahashi (Director), Youko Satou (Character Design), Mone Kamishiraishi (Theme Song Performance (OP))",FINISHED,69.0,69.0,18081,160
107069,Wu Shan Wu Xing: Zhuo Yuan Shen Huo,Unknown,雾山五行 灼源神火,ANIME,ONA,"Action, Drama, Fantasy",3.0,Unknown,2011.0,2020-7-26,2020-8-9,ORIGINAL,CN,Samsara Studio,"Hun Lin (Director), Hun Lin (Script), Hun Lin (Theme Song Performance (OP)), Hun Lin (Art Director), Hun Lin (Animation Director)",FINISHED,76.0,77.0,18079,365
1566,Koukaku Kidoutai: STAND ALONE COMPLEX - Solid State Society,Ghost in the Shell: Stand Alone Complex - Solid State Society,攻殻機動隊 STAND ALONE COMPLEX Solid State Society,ANIME,SPECIAL,"Mystery, Sci-Fi",1.0,FALL,2006.0,2006-9-1,2006-9-1,MANGA,JP,Production I.G,"Youko Kanno (Music), Yukiko Ban (Key Animation), Minako Shiba (Key Animation), Kenji Kamiyama (Director), Kenji Kamiyama (Storyboard)",FINISHED,78.0,79.0,18079,149
140499,BLUE GIANT,Blue Giant,BLUE GIANT,ANIME,MOVIE,"Drama, Music",1.0,WINTER,2023.0,2023-2-17,2023-2-17,MANGA,JP,NUT,"Shinichi Ishizuka (Original Creator), Yuzuru Tachikawa (Director), NUMBER 8 (Script), Hiromi Uehara (Music), Yuuichi Takahashi (Chief Animation Director)",FINISHED,83.0,83.0,18071,541
20777,Chuunibyou demo Koi ga Shitai! Ren Specials,"Love, Chunibyo & Other Delusions - Heart Throb - Specials",中二病でも恋がしたい！戀 未放送ショートムービー,ANIME,SPECIAL,Comedy,7.0,SPRING,2014.0,2014-3-19,2014-9-17,LIGHT_NOVEL,JP,Kyoto Animation,Torako (Original Creator),FINISHED,69.0,69.0,18056,116
14093,Pocket Monsters Best Wishes! Season 2,Pokémon BW: Rival Destinies,ポケットモンスター ベストウイッシュ シーズン2,ANIME,TV,"Action, Adventure, Comedy, Fantasy",24.0,SUMMER,2012.0,2012-6-21,2013-1-10,VIDEO_GAME,JP,OLM,"Rica Matsumoto (Theme Song Performance  (OP)), Satoshi Tajiri (Original Creator), Shinji Miyazaki (Music), Ken Sugimori (Original Character Design), Momoiro Clover Z (Theme Song Performance  (ED))",FINISHED,62.0,62.0,18054,119
20930,Etotama,Unknown,えとたま,ANIME,TV,"Action, Comedy, Fantasy",12.0,SPRING,2015.0,2015-4-9,2015-6-25,MANGA,JP,"Shirogumi, Encourage Films","Tooru Zekuu (Original Story), Satoshi Koike (Character Design), Fumitoshi Oizaki (Director), Akio Watanabe (Original Character Design), QP:flapper (Original Character Design)",FINISHED,65.0,65.0,18047,102
98574,Yi Ren Zhi Xia 2,Hitori no Shita - The Outcast 2,一人之下 2,ANIME,TV,"Action, Supernatural",24.0,Unknown,2011.0,2017-10-27,2018-5-18,MANGA,CN,Haoliners Animation,"Dongman Tang (Original Plan), Er Mi (Original Creator)",FINISHED,71.0,71.0,18032,218
5112,Akikan!,Akikan!,アキカン!,ANIME,TV,"Comedy, Ecchi, Fantasy, Romance",12.0,WINTER,2009.0,2009-1-3,2009-3-28,LIGHT_NOVEL,JP,Brain's Base,"Hiro Suzuhira (Original Character Design), Riku Ranjo (Original Story), Nomico (Theme Song Performance), Charmmy Queen (Theme Song Performance (1st OP)), Takeshi Takadera (Sound Director)",FINISHED,55.0,55.0,17994,66
126661,Boku no Hero Academia THE MOVIE: Heroes:Rising - Epilogue Plus: Yume wo Genjitsu ni,Unknown,僕のヒーローアカデミア THE MOVIE ヒーローズ・ライジング エピローグ・プラス《夢を現実に》,ANIME,SPECIAL,Comedy,1.0,SUMMER,2020.0,2020-7-15,2020-7-15,MANGA,JP,bones,Kouhei Horikoshi (Original Creator),FINISHED,73.0,73.0,17989,219
594,NARUTO: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto: The Lost Story - Mission: Protect the Waterfall Village,NARUTO -ナルト- 滝隠れの死闘 オレが英雄だってばよ！,ANIME,SPECIAL,"Action, Adventure, Comedy",1.0,WINTER,2003.0,2003-12-20,2003-12-20,MANGA,JP,Studio Pierrot,"Masashi Kishimoto (Original Creator), Toshio Masuda (Music), Hayato Date (Director), Hirofumi Suzuki (Key Animation), Hirofumi Suzuki (Character Design)",FINISHED,64.0,64.0,17981,100
20533,Buddy Complex,Buddy Complex,バディ・コンプレックス,ANIME,TV,"Action, Drama, Mecha, Sci-Fi",13.0,WINTER,2014.0,2014-1-6,2014-3-31,ORIGINAL,JP,Sunrise,"Hajime Yatate (Original Creator), Yasuhiro Tanabe (Director), Tomoshige Inayoshi (Chief Animation Director), Asako Inayoshi (Chief Animation Director), Hiroyuki Taiga (Mechanical Design)",FINISHED,67.0,67.0,17951,178
20796,Junjou Romantica 3,Junjou Romantica 3,純情ロマンチカ3,ANIME,TV,"Drama, Romance",12.0,SUMMER,2015.0,2015-7-9,2015-9-24,MANGA,JP,Studio DEEN,"Chiaki Kon (Director), Yukio Kondou (Music), Shungiku Nakamura (Original Creator), Youko Kikuchi (Character Design), Hozumi Gouda (Sound Director)",FINISHED,70.0,70.0,17945,237
413,Hametsu no Mars,Mars of Destruction,破滅のマルス,ANIME,OVA,"Action, Horror, Sci-Fi",1.0,SUMMER,2005.0,2005-7-6,2005-7-6,VISUAL_NOVEL,JP,WAO World,"Ludwig van Beethoven (Music  (""Piano Sonata No. 14 in C sharp minor, Op. 27, No.)), Erik Satie (Music  (""Gymnopédie No. 1"")), Fryderyk Chopin (Music), Yoshiteru Satou (Director), Idea Factory (Original Creator)",FINISHED,19.0,19.0,17944,31
6974,Seikimatsu Occult Gakuin,Occult Academy,世紀末オカルト学院,ANIME,TV,"Comedy, Mystery, Sci-Fi, Supernatural",13.0,SUMMER,2010.0,2010-7-6,2010-9-28,ORIGINAL,JP,A-1 Pictures,"Ayahi Takagaki (Theme Song Performance (ED)), Shouko Nakagawa (Theme Song Performance (OP)), Masashi Ishihama (Key Animation (OP)), Inori Minase (Insert Song Performance (""White Love""; ep 8)), Tsuyoshi Yoshioka (Key Animation (OP))",FINISHED,66.0,66.0,17928,102
21321,Shounen Maid,Shonen Maid,少年メイド,ANIME,TV,"Comedy, Slice of Life",12.0,SPRING,2016.0,2016-4-8,2016-7-1,MANGA,JP,8-bit,"Ototachibana (Original Creator), Yuusuke Yamamoto (Director), Kana Ishida (Character Design), Ayako Kurata (Storyboard (eps 2, 8)), Ayako Kurata (Episode Director (ep 8))",FINISHED,69.0,70.0,17925,219
10465,Manyuu Hikenchou,Manyu Scroll,魔乳秘剣帖,ANIME,TV,"Action, Comedy, Ecchi",12.0,SUMMER,2011.0,2011-7-11,2011-9-26,MANGA,JP,Unknown,"Jin Aketagawa (Sound Director), Seishi Minakami (Series Composition), Moriyasu Taniguchi (Animation Director (ep 2)), Hiraku Kaneko (Director), AiRI (Theme Song Performance (OP, ED))",FINISHED,57.0,57.0,17920,229
8536,FORTUNE ARTERIAL: Akai Yakusoku,Unknown,FORTUNE ARTERIAL 赤い約束,ANIME,TV,"Comedy, Romance, Supernatural",12.0,FALL,2010.0,2010-10-9,2010-12-25,VISUAL_NOVEL,JP,feel.,"Munenori Nawa (Director), Yoshikazu Iwanami (Sound Director), Lia (Theme Song Performance  (OP)), Yoshiharu Ishihara (Character Design), Bekkankou (Original Character Design)",FINISHED,62.0,63.0,17906,107
155645,Urusei Yatsura (2022) 2nd Season,Urusei Yatsura (2022) Season 3,うる星やつら (2022) 第2期,ANIME,TV,"Comedy, Romance, Sci-Fi, Supernatural",23.0,WINTER,2024.0,2024-1-12,2024-6-21,MANGA,JP,David Production,"Rumiko Takahashi (Original Creator), Hideya Takahashi (Director), Takahiro Kamei (Series Director), Yasuhiro Kimura (Director), Naoyuki Asano (Character Design)",FINISHED,78.0,78.0,17877,408
136428,Kaijin Kaihatsubu no Kuroitsu-san,Miss KUROITSU from the Monster Development Department,怪人開発部の黒井津さん,ANIME,TV,"Comedy, Fantasy",12.0,WINTER,2022.0,2022-1-9,2022-4-3,MANGA,JP,Quad,"Hiroaki Mizusaki (Original Creator), Katsuhiko Takayama (Series Composition), Hisashi Saitou (Director), Kazuya Morimae (Character Design), AXXX1S (Theme Song Performance (OP))",FINISHED,65.0,65.0,17867,211
20560,Senki Zesshou Symphogear GX,Symphogear GX,戦姫絶唱シンフォギアGX,ANIME,TV,"Action, Drama, Mahou Shoujo, Music, Sci-Fi",13.0,SUMMER,2015.0,2015-7-4,2015-9-26,ORIGINAL,JP,Satelight,"Katsumi Ono (Director), Noriyasu Agematsu (Original Creator), Akifumi Kaneko (Original Creator), Akifumi Kaneko (Series Composition), Akifumi Kaneko (Script)",FINISHED,74.0,74.0,17819,412
15377,Hyakka Ryouran: Samurai Bride,Samurai Bride,百花繚乱 サムライブライド,ANIME,TV,"Action, Comedy, Ecchi, Romance",12.0,SPRING,2013.0,2013-4-5,2013-6-21,LIGHT_NOVEL,JP,Unknown,"Rie Kugimiya (Theme Song Performance  (ED)), Minako Kotobuki (Theme Song Performance  (ED)), Aoi Yuuki (Theme Song Performance  (ED)), Miyuki Hashimoto (Theme Song Performance  (OP)), Jin Aketagawa (Sound Director)",FINISHED,63.0,63.0,17813,153
122148,Yakunara Mug Cup Mo,Let's Make a Mug Too,やくならマグカップも,ANIME,TV_SHORT,"Comedy, Slice of Life",12.0,SPRING,2021.0,2021-4-3,2021-6-21,MANGA,JP,Nippon Animation,"Naruhisa Arakawa (Script), Naruhisa Arakawa (Series Composition), Jun Kamiya (Director), Ayano Yoshioka (Character Design), Ayano Yoshioka (Chief Animation Director)",FINISHED,63.0,64.0,17812,127
20571,IS: Infinite Stratos - World Purge-hen,Unknown,IS〈インフィニット・ストラトス〉ワールド・パージ編,ANIME,OVA,"Action, Comedy, Ecchi, Mecha, Sci-Fi",1.0,FALL,2014.0,2014-11-26,2014-11-26,LIGHT_NOVEL,JP,Unknown,"Kumi Horii (Character Design), Masumi Itou (Music), Yasuhito Kikuchi (Director), Izuru Yumizuru (Original Creator), Kouichi Mugitani (Original Character Design, Mechanical Design)",FINISHED,65.0,65.0,17804,140
14189,Tasogare Otome x Amnesia: Taima Otome,"Dusk Maiden of Amnesia: ""Ghost Girl""",黄昏乙女×アムネジア 退魔乙女,ANIME,OVA,"Horror, Mystery, Romance, Supernatural",1.0,FALL,2012.0,2012-11-28,2012-11-28,MANGA,JP,Unknown,"Chris Ayres (ADR Director (English)), Yukiko Ban (Character Design), Shin Oonuma (Director), Maybe (Original Creator)",FINISHED,72.0,72.0,17800,147
20455,SoniAni: SUPER SONICO THE ANIMATION,Soni-Ani: SUPER SONICO THE ANIMATION,そにアニ -SUPER SONICO THE ANIMATION-,ANIME,TV,"Comedy, Music, Slice of Life",12.0,WINTER,2014.0,2014-1-6,2014-3-24,ORIGINAL,JP,WHITE FOX,"Yousuke Kuroda (Series Composition), Kenichi Kawamura (Director), Gou Sakabe (Music), Masafumi Tamura (Character Design), Masafumi Tamura (Chief Animation Director)",FINISHED,55.0,55.0,17793,110
99807,22/7,22/7 (nanabun no nijyuuni),22/7 （ナナブンノニジュウニ）,ANIME,TV,"Drama, Music",12.0,WINTER,2020.0,2020-1-11,2020-3-28,OTHER,JP,A-1 Pictures,"Yasushi Akimoto (Original Creator), Reiji Miyajima (Series Composition), Akira Takata (Chief Animation Director (eps 3, 6, 9)), Satomi Tamura (Chief Animation Director (ep 2, 5, 8, 11, 12)), Takao Abo (Director)",FINISHED,64.0,65.0,17765,246
169931,Goukon ni Ittara Onna ga Inakatta Hanashi,How I Attended an All-Guy's Mixer,合コンに行ったら女がいなかった話,ANIME,ONA,"Comedy, Romance",12.0,FALL,2024.0,2024-9-30,2024-12-16,MANGA,JP,Ashi Productions,"Nana Aokawa (Original Creator), Kazuomi Koga (Director), TECHNOBOYS PULCRAFT GREEN-FUND (Music), Youko Tanabe (Chief Animation Director), Hitomi Mieno (Series Composition)",FINISHED,73.0,73.0,17737,471
21305,Overlord: Ple Ple Pleiades,Overlord: Ple Ple Pleiades,オーバーロード ぷれぷれぷれあです,ANIME,SPECIAL,"Action, Comedy, Fantasy",8.0,SUMMER,2015.0,2015-8-4,2015-9-22,LIGHT_NOVEL,JP,Studio PuYUKAI,"so-bin (Original Character Design), Kugane Maruyama (Original Story), Minoru Ashina (Director ), Patrizio Prata (ADR Director (Italian)), Francesco Di Sanzo (ADR Executive Producer (Italian))",FINISHED,67.0,67.0,17725,90
13585,Natsuyuki Rendezvous,Natsuyuki Rendezvous,夏雪ランデブー,ANIME,TV,"Drama, Romance, Supernatural",11.0,SUMMER,2012.0,2012-7-6,2012-9-14,MANGA,JP,Doga Kobo,"Kou Matsuo (Director), Ken Muramatsu (Music), Ryouchimo (Storyboard  (OP)), Haruka Kawachi (Original Creator), Yuuya Matsushita (Theme Song Performance  (OP))",FINISHED,69.0,69.0,17724,138
10647,Ao no Exorcist: Ura Eku,Blue Exorcist Specials,青の祓魔師 裏エク,ANIME,SPECIAL,"Action, Fantasy, Supernatural",10.0,SPRING,2011.0,2011-6-22,2012-3-21,Unknown,JP,Unknown,"Kazue Katou (Original Creator), Keigo Sasaki (Character Design)",FINISHED,66.0,66.0,17723,96
21728,BROTHERHOOD FINAL FANTASY XV,Brotherhood Final Fantasy XV,BROTHERHOOD FINAL FANTASY XV,ANIME,ONA,"Action, Adventure, Fantasy",5.0,SPRING,2016.0,2016-3-31,2016-9-18,VIDEO_GAME,JP,A-1 Pictures,"Ayako Kurata (Episode Director (ep 2)), Souichi Masui (Director), Souichi Masui (Storyboard (eps 1-5)), Souichi Masui (Episode Director (eps 1, 5)), Hiroshi Nakajima (CG Director)",FINISHED,66.0,66.0,17720,135
19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,Unknown,暗殺教室,ANIME,SPECIAL,"Action, Comedy, Supernatural",1.0,FALL,2013.0,2013-10-6,2013-10-6,MANGA,JP,Brain's Base,Yuusei Matsui (Original Creator),FINISHED,68.0,68.0,17720,104
731,Interstella 5555: THE 5TORY OF THE 5ECRET 5TAR 5YSTEM,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,インターステラ5555：THE 5TORY OF THE 5ECRET 5TAR 5YSTEM,ANIME,MOVIE,"Adventure, Drama, Music, Sci-Fi",1.0,SPRING,2003.0,2003-5-28,2003-5-28,ORIGINAL,JP,Toei Animation,"Thomas Bangalter (Producer), Guy-Manuel de Homem-Christo (Producer), Kazuhisa Takenouchi (Series Director), Daft Punk (Music), Hisashi Mori (Key Animation)",FINISHED,77.0,77.0,17706,544
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desukara,Unknown,とある科学の超電磁砲 御坂さんはいま注目の的ですから,ANIME,OVA,"Action, Fantasy, Sci-Fi",1.0,FALL,2010.0,2010-9-26,2010-9-26,MANGA,JP,J.C.STAFF,"Kazuma Kamachi (Original Story), Akihiro Kawamura (Planning), Motoi Fuyukawa (Original Character Design), Kiyotaka Haimura (Original Character Design), Shingo Fukuyo (Director of Photography)",FINISHED,72.0,72.0,17699,82
105662,Hataraku Saibou: Kaze Shoukougun,Cells at Work!: The Common Cold,はたらく細胞「風邪症候群」,ANIME,SPECIAL,"Action, Comedy, Sci-Fi",1.0,FALL,2018.0,2018-12-27,2018-12-27,MANGA,JP,David Production,Akane Shimizu (Original Creator),FINISHED,71.0,71.0,17671,81
171038,Hoshi Furu Oukoku no Nina,Nina the Starry Bride,星降る王国のニナ,ANIME,TV,"Drama, Fantasy, Romance",12.0,FALL,2024.0,2024-10-10,2024-12-23,MANGA,JP,Signal.MD,"Rikachi (Original Creator), Yuka Yamada (Script), Natsumi Tabuchi (Music), Yuka Yamada (Series Composition), Kenichirou Komaya (Director)",FINISHED,71.0,72.0,17657,387
350,Ojamajo Doremi,Magical DoReMi,おジャ魔女どれみ,ANIME,TV,"Comedy, Drama, Fantasy, Mahou Shoujo, Slice of Life",51.0,WINTER,1999.0,1999-2-7,2000-1-30,ORIGINAL,JP,Toei Animation,"Reiko Yoshida (Script (eps 7, 11, 16, 20, 22, 27, 32)), Izumi Toudou (Original Creator), Junichi Satou (Director), Akatsuki Yamatoya (Script (eps 6, 12, 17, 30, 36, 40, 48)), Yuriko Kaida (Theme Song Composition)",FINISHED,73.0,74.0,17644,655
101633,BanG Dream! 2nd Season,BanG Dream! 2nd Season,BanG Dream! 2nd Season,ANIME,TV,"Comedy, Drama, Music, Slice of Life",13.0,WINTER,2019.0,2019-1-3,2019-3-28,OTHER,JP,SANZIGEN,"Yuniko Ayana (Series Composition), Koudai Kakimoto (Director), Satoki Iida (Sound Director), Kazuyuki Ueda (Character Design), RAISE A SUILEN (Insert Song Performance (ep 10))",FINISHED,74.0,74.0,17642,396
795,Onii-sama e...,Dear Brother,おにいさまへ…,ANIME,TV,"Drama, Psychological",39.0,SUMMER,1991.0,1991-7-14,1992-5-31,MANGA,JP,Tezuka Productions,"Riyoko Ikeda (Original Creator), Osamu Dezaki (Director), Akio Sugino (Character Design), Kei Ogura (Theme Song Lyrics (OP, ED)), Kentarou Haneda (Music)",FINISHED,78.0,78.0,17638,869
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,少女革命ウテナ アドゥレセンス黙示録,ANIME,MOVIE,"Drama, Fantasy, Mystery, Psychological, Romance",1.0,SUMMER,1999.0,1999-8-14,1999-8-14,ORIGINAL,JP,J.C.STAFF,"Be-Papas (Planning), Be-Papas (Original Creator), Chiho Saitou (Original Plan), Youji Enokido (Script), Mamoru Hosoda (Storyboard)",FINISHED,78.0,78.0,17627,888
28,Yakitate!! Japan,Unknown,焼きたて!! ジャぱん,ANIME,TV,Comedy,69.0,FALL,2004.0,2004-10-12,2006-3-14,MANGA,JP,Sunrise,"Bro.Hi (Theme Song Lyrics (ED2)), Tia (Theme Song Performance (OP2)), MARIA (Theme Song Performance (OP3)), little by little (Theme Song Performance (ED3)), Mai Hoshimura (Theme Song Performance (ED5))",FINISHED,75.0,76.0,17624,290
112930,Yes ka No ka Hanbun ka,"Yes, No, or Maybe?",イエスかノーか半分か,ANIME,MOVIE,Romance,1.0,FALL,2020.0,2020-12-11,2020-12-11,LIGHT_NOVEL,JP,Lesprit,"Lala Takemiya (Original Character Design), Michi Ichiho (Original Story), Nobuyuki Abe (Sound Director), Ayano Oowada (Character Design), Masahiro Takata (Director)",FINISHED,68.0,68.0,17608,257
2397,Digimon Adventure: Bokura no War Game!,Digimon: Our War Game,デジモンアドベンチャー ぼくらのウォーゲーム!,ANIME,MOVIE,"Action, Adventure, Fantasy, Sci-Fi",1.0,SPRING,2000.0,2000-3-4,2000-3-4,ORIGINAL,JP,Toei Animation,"Tan Takaiwa (Production), Tsutomu Tomari (Production), Akiyoshi Hongou (Original Plan), Reiko Yoshida (Script), Youichi Takanashi (Production Desk)",FINISHED,76.0,76.0,17591,470
3229,Kimi ga Aruji de Shitsuji ga Ore de,Unknown,君が主で執事が俺で,ANIME,TV,"Comedy, Ecchi, Romance",13.0,WINTER,2008.0,2008-1-6,2008-3-30,VISUAL_NOVEL,JP,A.C.G.T.,"Yuuko Gotou (Theme Song Performance  (ED)), Minato Soft (Original Creator), Hitoshi Fujima (Music), Miyuki Hashimoto (Theme Song Performance), Noriyasu Agematsu (Music)",FINISHED,67.0,67.0,17586,104
98298,Pocket Monsters: Kimi ni Kimeta!,Pokémon the Movie: I Choose You!,劇場版 ポケットモンスター キミにきめた!,ANIME,MOVIE,"Action, Adventure, Fantasy",1.0,SUMMER,2017.0,2017-7-15,2017-7-15,VIDEO_GAME,JP,OLM,"Kunihiko Yuyama (Director), Satoshi Tajiri (Original Concept), Shouji Yonemura (Script), Shinji Miyazaki (Music), Takuji Mogi (Animation Director)",FINISHED,69.0,70.0,17576,201
1303,Animatrix,The Animatrix,アニマトリックス,ANIME,OVA,"Action, Drama, Psychological, Sci-Fi",9.0,SUMMER,2003.0,2003-6-3,2003-6-3,OTHER,JP,"MADHOUSE, Studio 4°C, Square Pictures, DNA","Jack Fletcher (ADR Director (English)), Lilly Wachowski (Original Creator), Lana Wachowski (Original Creator), Lana Wachowski (Producer), Lana Wachowski (Script (eps 1-4))",FINISHED,69.0,70.0,17567,212
12979,NARUTO SD Rock Lee no Seishun Full-Power Ninden,NARUTO Spin-Off: Rock Lee & His Ninja Pals,NARUTOナルトSD ロック・リーの青春フルパワー忍伝,ANIME,TV,"Action, Comedy",51.0,SPRING,2012.0,2012-4-3,2013-3-26,MANGA,JP,Unknown,"Yasunori Ebina (Sound Director), Tomoyuki Kurokawa (Storyboard), Kenichi Maeyamada (Theme Song Composition (ED2)), Kenichi Maeyamada (Theme Song Arrangement (ED2)), Kenichi Maeyamada (Theme Song Lyrics (ED2))",FINISHED,66.0,66.0,17555,193
10015,Yu☆Gi☆Oh! ZEXAL,Yu-Gi-Oh! Zexal,遊☆戯☆王ZEXAL,ANIME,TV,"Action, Fantasy",73.0,SPRING,2011.0,2011-4-11,2012-9-24,MANGA,JP,Studio Gallop,"Kazuki Takahashi (Original Creator), Conisch (Music), moumoon (Theme Song Performance (ED)), Shin Yoshida (Series Composition), Yutaka Minobe (Music (eps 10-73))",FINISHED,62.0,62.0,17544,319
21265,Yu☆Gi☆Oh!: THE DARK SIDE OF DIMENSIONS,Yu-Gi-Oh!: The Dark Side of Dimensions,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,ANIME,MOVIE,"Action, Adventure, Sci-Fi",1.0,SPRING,2016.0,2016-4-23,2016-4-23,MANGA,JP,"Studio Dice, Studio Gallop","Kazuki Takahashi (Original Creator), Kazunori Takahashi (Key Animation), Satoshi Kuwabara (Director), Satoshi Kuwabara (Script), Satoshi Kuwabara (Storyboard)",FINISHED,72.0,73.0,17538,345
1546,Negima!?,Negima!? Magister Negi Magi,ネギま!?,ANIME,TV,"Adventure, Comedy, Ecchi, Fantasy, Romance",26.0,FALL,2006.0,2006-10-4,2007-3-28,ORIGINAL,JP,Shaft,"Eric Vale (ADR Script (English; eps 2, 3)), Jamie Marchi (ADR Script (English)), Jamie Marchi (ADR Director (English)), Ken Akamatsu (Original Character Design), Akiyuki Shinbou (Director)",FINISHED,66.0,66.0,17526,123
10851,euphoria,Unknown,euphoria,ANIME,OVA,"Drama, Hentai, Psychological",6.0,WINTER,2011.0,2011-12-22,2016-2-26,VISUAL_NOVEL,JP,Majin,"CLOCKUP (Original Creator), Shigeo Hamashima (Original Character Design), Ei Asou (Original Story)",FINISHED,53.0,53.0,17522,407
163077,Kono Sekai wa Fukanzen Sugiru,Quality Assurance in Another World,この世界は不完全すぎる,ANIME,TV,"Adventure, Comedy, Fantasy",13.0,SUMMER,2024.0,2024-7-6,2024-9-28,MANGA,JP,"100studio, Studio Palette","Masamichi Satou (Original Creator), Kei Umabiki (Director), Shougo Yasukawa (Series Composition), Shigeo Akahori (Character Design), Shougo Yasukawa (Script)",FINISHED,63.0,63.0,17509,231
2002,Heroic Age,Heroic Age,ヒロイック・エイジ,ANIME,TV,"Action, Mecha, Sci-Fi",26.0,SPRING,2007.0,2007-4-2,2007-10-1,ORIGINAL,JP,Xebec,"Monica Rial (ADR Director (English; eps 7-10)), Monica Rial (ADR Script (English; eps 21, 22, 25)), Justin Cook (Producer (English)), Jamie Marchi (ADR Director (English)), Tou Ubukata (Original Creator)",FINISHED,71.0,71.0,17490,240
98630,Code:Realize: Sousei no Himegimi,Code: Realize ~Guardian of Rebirth~,Code:Realize～創世の姫君～,ANIME,TV,"Action, Adventure, Fantasy, Romance",12.0,FALL,2017.0,2017-10-7,2017-12-23,VISUAL_NOVEL,JP,M.S.C,"Hideyo Yamamoto (Director), Sayaka Harada (Series Composition), Aya Nakanishi (Character Design), Ryou Takahashi (Music), Saori Hayami (Theme Song Performance (ED))",FINISHED,61.0,61.0,17484,173
